input,expected_output,expected_articles
Warum wurde Barim verhaftet?,"Barim wurde verhaftet, weil sie an den regierungsfeindlichen Gezi-Protesten von 2013 teilgenommen haben soll und in Kontakt mit Personen gestanden haben soll, die später wegen der Proteste angeklagt wurden.",2025-02-23/ausland/article_1.md
Welche Marke hat der DAX am 20. Januar 2025 überschritten?,Der DAX hat die Marke von 21.000 Punkten überschritten.,2025-01-20/wirtschaft/article_3.md
Um wie viel Prozent ist die Zahl der Asylanträge im Jahr 2024 gesunken?,Die Zahl der Asylanträge ist 2024 um etwa 30 Prozent gesunken.,2025-01-28/inland/article_8.md
"Was passiert, wenn der vorgeschlagene Kanzler nicht gewählt wird?","Innerhalb von zwei Wochen kann ein zweiter Wahlgang angesetzt werden, und es könnte beliebig viele Wahlgänge mit verschiedenen Kandidaten geben. Benötigt wird erneut die absolute Mehrheit von mindestens 316 Stimmen, um gewählt zu sein. Wenn es dann noch keine Kanzlermehrheit gibt, reicht die Mehrheit der Stimmen der anwesenden Abgeordneten.",2025-05-06/inland/article_3.md
Wessen Bildnis wurde an der Außenseite des Rathauses aufgehängt?,Ein Bildnis von Recep Tayyip Erdoğan.,2025-04-30/ausland/article_1.md
Bis wann will die EU-Kommission die Importe von russischem Gas in die EU vollständig verbieten?,Bis Ende 2027,2025-05-06/wirtschaft/article_6.md
Was hat Charles de Gaulle in seiner Rede 1959 vorhergesagt?,"De Gaulle stellte sich vor, dass sich eines Tages die beiden großen Mächte über die Europäer hinweg verständigen könnten, um die Welt zu beherrschen und sich zu vertragen.",2025-05-08/ausland/article_6.md
Welchem politischen Flügel der SPD gehört Lars Klingbeil an?,"Innerhalb der SPD gehört er dem eher konservativen Flügel, dem 'Seeheimer Kreis' an.",2025-05-06/inland/article_1.md
Wie hat sich der Preis für Dienstleistungen zu Jahresbeginn verändert?,"Der Preisanstieg für Dienstleistungen lag zu Jahresbeginn bei 4,0 Prozent.",2025-01-31/wirtschaft/article_0.md
Was fordert Bundesgesundheitsministerin Nina Warken von den Ländern in Bezug auf E-Zigaretten?,"Bundesgesundheitsministerin Nina Warken fordert die Länder auf, den Nichtraucherschutz auszuweiten und auch Verdampfer und E-Zigaretten mit einzubeziehen.",2025-05-31/inland/article_3.md
Was fordert der ukrainische Präsident Wolodymyr Selenskyj von Russland?,Der ukrainische Präsident Wolodymyr Selenskyj fordert eine 'bedingungslose und vollständige Waffenruhe' als ersten Schritt von Russland und dass Moskau 'deutliche Schritte' hin zu einem Ende des Kriegs macht.,2025-04-30/ausland/article_3.md
Wie hoch muss der Aufstockungsbetrag bei der Altersteilzeit mindestens sein?,Der Aufstockungsbetrag muss mindestens 20 Prozent des vorherigen Lohns betragen.,2025-01-31/wirtschaft/article_3.md
Warum darf Marine Le Pen bei der Präsidentschaftswahl 2027 voraussichtlich nicht antreten?,"Das Gericht hatte Le Pen wegen der Veruntreuung öffentlicher Gelder verurteilt und ein auf fünf Jahre befristetes Verbot verhängt, bei Wahlen anzutreten.",2025-03-31/ausland/article_12.md
"Wie sieht Manfred Weber die Herausforderungen, die Europa in den letzten Jahren gestärkt haben?","Er erinnert an die Herausforderungen, die Europa in den vergangenen Jahren stärker gemacht haben: Finanzkrise, Migrationskrise, Coronakrise.",2025-01-20/inland/article_0.md
Wie bezeichnet Olaf Scholz das Wahlergebnis der SPD bei der Bundestagswahl 2025?,Olaf Scholz spricht von einem 'bitteren Wahlergebnis' für die SPD.,2025-02-23/inland/article_5.md
Wie hoch war die Wahlbeteiligung bei der kanadischen Wahl?,"Die kanadische Wahlbehörde meldete eine Wahlbeteiligung von 68,5 Prozent.",2025-04-30/ausland/article_12.md
Wie beeinflusst die Einhaltung von Wahlversprechen den Erfolg von Parteien bei der nächsten Wahl laut Matthieß?,"Die Umsetzung von Wahlversprechen kann den Erfolg von Parteien bei der nächsten Wahl gut vorhersagen. Die Stimmenverluste steigen, desto weniger Wahlversprechen gehalten werden.",2025-03-31/inland/article_3.md
Was war der Grund für die Krisensitzungen nach der Kanzlerwahl?,"Die Krisensitzungen fanden statt, weil die Kanzlerwahl gescheitert war und es darum ging, die Geschäftsordnung zu ändern, um einen schnellen zweiten Wahlgang noch am selben Tag zu ermöglichen.",2025-05-06/inland/article_11.md
Welche Parteien haben sich auf Änderungen am Finanzpaket verständigt?,"Union, SPD und Grüne haben sich auf Änderungen am Finanzpaket verständigt.",2025-03-14/inland/article_6.md
Welche Schwäche wird Mark Carney in Bezug auf seine Kandidatur als Premierminister von Kanada vorgeworfen?,"Sein Französisch ist zwar okay, aber seine Hauptgegner sprechen besser.",2025-03-14/ausland/article_4.md
Welche Produkte aus der Ukraine unterliegen besonders strengen Vorschriften für den Export in die EU?,"Weizen, Mais, Zucker, Honig, Geflügelfleisch und Eier",2025-06-30/ausland/article_5.md
Welche Staatsangehörigen dürfen derzeit zu touristischen Zwecken nach Nordkorea einreisen?,Seit etwa einem Jahr dürfen nur russische Staatsangehörige zu touristischen Zwecken einreisen.,2025-01-28/ausland/article_10.md
Wie beschreibt Rommel die aktuelle terroristische Gefährdungslage?,Die Lage ist unruhig und es gibt keinen Raum für Entwarnung. Die Lage insgesamt bleibt sehr bedrohlich.,2025-01-20/inland/article_2.md
Was fordern die EU-Abgeordneten von der griechischen Regierung bezüglich der Schiffsverkäufe?,"Die EU-Abgeordneten fordern die griechische Regierung auf, jeden weiteren Verkauf griechischer Schiffe Richtung Russland zu unterbinden.",2025-04-30/ausland/article_9.md
Was hat Präsident Putin vor dem dritten Jahrestag des Überfalls auf die Ukraine angekündigt?,"Er hat angekündigt, seine Armee weiter mit modernen Waffen aufrüsten zu wollen.",2025-02-23/ausland/article_12.md
Welche Reformen lehnt Prevost ab?,Prevost lehnt die Weihung von Frauen für kirchliche Ämter ab.,2025-05-08/ausland/article_16.md
Was hat Irans stellvertretender Außenminister als Bedingung für die Wiederaufnahme diplomatischer Gespräche mit den USA genannt?,Die USA müssten weitere Angriffe auf den Iran ausschließen.,2025-06-30/ausland/article_3.md
Wie hoch ist die Zustimmung für AfD-Kandidatin Alice Weidel?,AfD-Kandidatin Alice Weidel liegt mit 24 Prozent Zustimmung auf Augenhöhe mit Scholz und Lindner.,2025-02-23/inland/article_9.md
Wie stark war das Erdbeben in Myanmar?,"Das Erdbeben erreichte eine Stärke von 7,7.",2025-03-31/ausland/article_1.md
Was sagte US-Präsident Donald Trump über Russlands Reaktion auf eine mögliche Waffenruhe?,"US-Präsident Donald Trump sagte, dass es gute Signale aus Russland gebe, schränkte aber ein, dass so lange kein endgültiges Ergebnis aus Russland vorliege, das noch nichts bedeute.",2025-03-14/ausland/article_0.md
Welche Aufgabe hat Stefanie Hubig kurz nach ihrem Amtsantritt als Bundesjustizministerin angekündigt zu bearbeiten?,Wie umgehen mit der vom Verfassungsschutz als gesichert rechtsextremistisch eingestuften AfD.,2025-05-08/inland/article_7.md
Was bezeichnet die SPD als 'beispiellosen Tabubruch'?,"Die SPD bezeichnet das, was Merz und die Union scheinbar vorhaben, als 'beispiellosen Tabubruch in der Nachkriegsgeschichte der Bundesrepublik Deutschland'.",2025-01-28/inland/article_9.md
Warum sind Kompromisse in der deutschen Demokratie notwendig?,"In einer Demokratie wie Deutschland sind Kompromisse notwendig, weil das Wahlsystem zu Koalitionen führt, wodurch keine Partei 100 Prozent ihrer Wahlversprechen umsetzen kann. Der Streit über die Idealvorstellungen der einzelnen Partei führt zu Kompromissen, was zur Demokratie und zum Pluralismus gehört.",2025-03-31/inland/article_3.md
Welche Chance sieht Wirtschaftswissenschaftler Adam für Europa bei einer Aufrüstung?,"Adam sieht die Chance, dass der Euro in einer guten Position ist, die relevanteste internationale Reservewährung zu werden, wenn Europa selbständig wird und stabil bleibt.",2025-03-14/wirtschaft/article_5.md
Wer rief zu Fairness im Umgang mit der neuen Bundesregierung auf?,Im Schloss Bellevue rief Steinmeier zu Fairness im Umgang mit der neuen Bundesregierung auf.,2025-05-06/inland/article_15.md
Warum sind Eier in den USA knapp und teuer?,"Nach Ausbrüchen der Vogelgrippe sind Eier in den USA knapp und teuer, da das Virus zu Ausbrüchen in Geflügel- und Milchbetrieben führte und zahlreiche Legehennen gekeult wurden, um die Seuche einzudämmen.",2025-03-14/ausland/article_1.md
Wie viele Menschen starben in Deutschland laut dem Robert-Koch-Institut an oder mit dem Coronavirus?,186.701 Menschen,2025-01-28/inland/article_11.md
Welche Krankheit wurde bei Joe Biden diagnostiziert?,Bei Joe Biden wurde Prostatakrebs diagnostiziert.,2025-05-31/ausland/article_7.md
Wie reagiert die Supermarktkette Target auf DEI-Programme?,"Target kündigte Anfang 2025 an, aus DEI-Programmen auszusteigen.",2025-05-31/wirtschaft/article_0.md
Welche Länder sind von Trumps Zollpolitik betroffen?,"China, die Europäische Union, Kanada und Mexiko.",2025-03-14/wirtschaft/article_4.md
In welchen Ländern hat Apple die KI-Funktionen bereits gestartet?,"Apple hatte die KI-Funktionen bisher nur in den USA, Kanada, Australien, Neuseeland, Südafrika und Großbritannien gestartet.",2025-01-31/wirtschaft/article_2.md
Was ist das Hauptthema des Antrittsbesuchs von Friedrich Merz in Polen?,Der Hauptthema des Antrittsbesuchs von Friedrich Merz in Polen ist die Stärkung der deutsch-polnischen Beziehungen und die Zusammenarbeit in Bereichen wie Infrastruktur und Rüstungspolitik.,2025-05-08/ausland/article_18.md
"Wer war der Sonderermittler, der gegen Trump wegen Wahlbetrugs ermittelt hat?",Der Sonderermittler war Jack Smith.,2025-01-28/ausland/article_0.md
Warum wurde die Wahl in der Ukraine verschoben?,Die Wahl wurde wegen des russischen Angriffskriegs im Einklang mit der ukrainischen Verfassung verschoben.,2025-02-23/ausland/article_3.md
Was plant das israelische Sicherheitskabinett laut Finanzminister Smotrich im Gazastreifen?,"Das israelische Sicherheitskabinett plant, den gesamten Gazastreifen Schritt für Schritt zu besetzen und einen Großteil der palästinensischen Bevölkerung in den Süden des zerstörten Küstenstreifens zu vertreiben, um dauerhaft zu bleiben.",2025-05-06/ausland/article_6.md
Was ist das wichtigste Thema in Polen laut Präsident Duda?,Die Angst vor einem russischen Angriff ist das wichtigste Thema im Land.,2025-03-14/ausland/article_3.md
Wie viele Start-ups wurden im Jahr 2024 in Deutschland gegründet?,Im Jahr 2024 wurden 2766 Start-ups gegründet.,2025-01-31/wirtschaft/article_8.md
Welches neue Ministerium übernimmt Karsten Wildberger?,Karsten Wildberger übernimmt das neue Digitalministerium.,2025-05-06/inland/article_1.md
Seit wann gibt es deutsche Kontrollen bei Einreisenden aus Österreich?,Es gibt sie schon seit zehn Jahren.,2025-05-08/ausland/article_4.md
"Was ergab die Autopsie der sterblichen Überreste von Kfir, Ariel und Shiri Bibas laut Chen Kugel?",Die Autopsie ergab keine Hinweise auf Verletzungen durch einen Bombenangriff.,2025-02-23/ausland/article_7.md
Welche Parteien konnten im ARD-DeutschlandTrend die magische Fünf nicht erreichen?,FDP und BSW,2025-02-23/inland/article_9.md
Was sieht der 'Global Risks Report' als größte Gefahr für 2025?,"Kriege und bewaffnete Konflikte, gefolgt von Extremwetter-Ereignissen durch den Klimawandel.",2025-01-20/wirtschaft/article_2.md
"Was sind die Risiken, die Fed-Chef Powell im Zusammenhang mit den Zöllen erwähnt?","Fed-Chef Powell erklärte, dass wegen der Zölle 'die Risiken höherer Arbeitslosigkeit und höherer Inflation gestiegen' seien.",2025-05-08/wirtschaft/article_0.md
"Was passiert laut Politikwissenschaftlerin Matthieß, wenn Wahlversprechen gebrochen werden?",Gebrochene Versprechen würden mit Vertrauensverlust bestraft.,2025-03-31/inland/article_3.md
In welchem Krankenhaus liegt Franziskus seit dem 14. Februar?,Franziskus liegt seit dem 14. Februar im Gemelli-Krankenhaus in Rom.,2025-02-23/ausland/article_11.md
Wer will sich noch heute erneut zur Kanzlerwahl stellen?,CDU-Chef Merz,2025-05-06/inland/article_8.md
Wie hoch war die Durchschnittstemperatur im Juni 2025 in Deutschland?,"Die Durchschnittstemperatur lag bei 18,5 Grad Celsius.",2025-06-30/inland/article_8.md
Was versucht Kiew in Bezug auf Waffenlieferungen zu ändern?,"Kiew versucht wegzukommen von direkten Waffenlieferungen und setzt zunehmend auf gemeinsame Waffenproduktion und die Investition in die eigene, heimische Rüstungsindustrie.",2025-06-30/ausland/article_2.md
Wie hat die US-Notenbank Fed auf die Forderungen von Präsident Trump nach Zinssenkungen reagiert?,"Die US-Notenbank Fed hat den Leitzins in der Spanne von 4,25 bis 4,50 Prozent belassen und damit den Forderungen von Präsident Trump nach Zinssenkungen getrotzt.",2025-05-08/wirtschaft/article_0.md
Wie beschreibt Matthias Miersch die Gespräche der SPD?,Die Gespräche sind von großem Respekt und echtem Gestaltungswillen geprägt.,2025-03-31/inland/article_0.md
Wie viele Menschen wurden laut der iranischen Nachrichtenagentur Irna bei dem israelischen Angriff auf den Iran getötet?,935 Menschen,2025-06-30/ausland/article_3.md
Wie viel Prozent Kursplus verzeichnete die Nvidia-Aktie im vergangenen Jahr?,Im vergangenen Jahr belief sich das Kursplus der Nvidia-Aktie auf fantastische 171 Prozent.,2025-01-28/wirtschaft/article_0.md
Wie viele Minderjährige leben noch in Druschkiwka?,2.000 Minderjährige leben noch immer in dem kleinen Ort nahe der Front.,2025-06-30/ausland/article_4.md
Welches Thema steht beim Evangelischen Kirchentag in diesem Jahr im Mittelpunkt?,Das Thema Demokratie steht in diesem Jahr im Mittelpunkt des Evangelischen Kirchentags.,2025-04-30/inland/article_7.md
Welche Position hatte Stefanie Hubig vor ihrer Ernennung zur Bundesjustizministerin?,Sie war neun Jahre lang Bildungsministerin in Rheinland-Pfalz.,2025-05-08/inland/article_7.md
In welchem Bundesland gab es 2024 die meisten Verkehrstoten pro Million Einwohner?,In Mecklenburg-Vorpommern mit 59 Verkehrstoten pro Million Einwohner.,2025-02-28/inland/article_4.md
Welche britischen Waren wurden 2024 am meisten in die USA exportiert?,"Autos mit 9,0 Milliarden Pfund, gefolgt von pharmazeutischen Produkten (6,6 Milliarden Pfund) und mechanischen Generatoren (4,6 Milliarden Pfund).",2025-05-08/wirtschaft/article_3.md
Welche Themen stehen bei den Gesprächen zwischen der EU und Indien im Mittelpunkt?,Trotz der Harmonie stehen bei den Gesprächen in Neu-Delhi auch schwierige Themen im Mittelpunkt - allen voran das Freihandelsabkommen.,2025-02-28/ausland/article_1.md
Was fordern die Grünen in Bezug auf die AfD?,Die Grünen fordern rasche konkrete Schritte wie die Einberufung der Sonder-Innenministerkonferenz.,2025-06-30/inland/article_5.md
Welche Pläne von Apple haben die Google-Aktie ins Minus getrieben?,Pläne von Apple für KI-getriebene Suchfunktionen bei seinem Webbrowser Safari haben die Aktie von Google ins Minus getrieben.,2025-05-08/wirtschaft/article_4.md
Warum wird Merz seine Ankündigung eines Einreiseverbots nicht umsetzen können?,"Weil er sie mit der SPD im Boot so nicht umsetzen kann und rechtlich ein solches Vorgehen umstritten ist, da nach dem Europarecht jeder Mitgliedsstaat verpflichtet ist, ein Asylbegehren zumindest auf die Frage hin zu prüfen, welches Land zuständig ist.",2025-04-30/inland/article_3.md
Welche Unternehmen distanzierten sich öffentlich von ihren DEI-Leitlinien?,Einige Unternehmen wie die Tech-Giganten Meta oder Google distanzierten sich öffentlich von ihren DEI-Leitlinien.,2025-05-31/wirtschaft/article_0.md
Wer bot der CDU und CSU eine Mehrheitsbeschaffung an?,"Der Parlamentarische Geschäftsführer der AfD, Bernd Baumann, bot eine Mehrheitsbeschaffung an.",2025-05-06/inland/article_13.md
Welche Partei profitierte bei der Wahl 2021 von der Grundmandatsklausel?,Die Partei Die Linke profitierte bei der Wahl 2021 von der Grundmandatsklausel.,2025-01-28/inland/article_6.md
Wer hat die Predigt des Papstes im Petersdom verlesen?,"Erzbischof Rino Fisichella, der Beauftragte des Papstes für das Heilige Jahr.",2025-02-23/ausland/article_11.md
Welche Bedingung hat Israel für die Freilassung palästinensischer Häftlinge gestellt?,"Israel hat die Bedingung gestellt, dass die 'demütigenden' Inszenierungen bei den Geisel-Übergaben enden müssen, bevor palästinensische Häftlinge freigelassen werden.",2025-02-23/ausland/article_7.md
Wie viele Ja-Stimmen hat Friedrich Merz im ersten Wahlgang zur Kanzlerwahl erhalten?,Friedrich Merz hat im ersten Wahlgang 310 Ja-Stimmen erhalten.,2025-05-06/inland/article_10.md|2025-05-06/inland/article_14.md
Welche Programme sind von der Haushaltssperre unter Trump nicht betroffen?,"Der vorläufige Stopp der Zuschüsse gilt unter anderem nicht für die Sozialversicherung, das staatliche Krankenversicherungsprogramm für Senioren, Medicare, oder Studienkredite.",2025-01-28/ausland/article_13.md
Wegen welcher Vergehen wurde Marine Le Pen verurteilt?,"Marine Le Pen wurde wegen der Veruntreuung von EU-Geldern schuldig gesprochen, indem sie EU-Parlamentsassistenten widerrechtlich für Aufgaben einsetzte, die nicht ihrer Funktion entsprachen.",2025-03-31/ausland/article_3.md
Wie viele Vietnamesen und US-Soldaten wurden im Vietnam-Krieg getötet?,Schätzungsweise drei Millionen Vietnamesen und mehr als 58.000 US-Soldaten wurden im Vietnam-Krieg getötet.,2025-04-30/ausland/article_10.md
Was plant Trump im Bereich der Energieversorgung?,Trump will einen nationalen Notstand ausrufen und die Förderung von Gas und Öl wieder ankurbeln.,2025-01-20/ausland/article_7.md
Wer wurde Mitte Januar in der Türkei festgenommen und warum?,"Mitte Januar wurde Ayse Barim festgenommen. Der Vorwurf bei der Inhaftierung der Managerin war versuchter Umsturz, da sie an den regierungsfeindlichen Gezi-Protesten von 2013 teilgenommen haben soll.",2025-02-23/ausland/article_1.md
Wie hoch ist die Jugendarbeitslosigkeit in Dortmund?,"Die Jugendarbeitslosigkeit in Dortmund liegt bei 9,3 Prozent.",2025-02-28/wirtschaft/article_2.md
"Was ist Ljiljana Kurtics Methode, um mit dem Verlust ihrer Mutter umzugehen?","Ljiljana Kurtic hat ein Buch geschrieben, um ihre Erfahrungen zu verarbeiten.",2025-01-28/inland/article_11.md
Was plant der neue Präsident in Bezug auf die US-Grenze zu Mexiko?,"Er will die Grenze zu Mexiko faktisch schließen und die Armee dorthin schicken, um die Sicherheit wiederherzustellen.",2025-01-20/ausland/article_17.md
"Warum wurde Najeem freigelassen, obwohl er vom IStGH gesucht wurde?","Najeem wurde freigelassen, weil das römische Berufungsgericht seine Verhaftung als nicht verfahrenskonform angesehen hat und die örtliche Polizei das Justizministerium nicht sofort über die Verhaftung informiert hatte.",2025-01-28/ausland/article_11.md
Welche Organisation warnte vor einem möglichen Austritt von Virenproben in Goma?,Das Internationale Komitee vom Roten Kreuz (IKRK) warnte vor einem Austritt von Virenproben aus einem Labor in der Stadt.,2025-01-28/ausland/article_4.md
Warum hat Kanada die geplante Digitalsteuer zurückgezogen?,"Kanada zog die geplante Digitalsteuer zurück, um die Verhandlungen über ein Handelsabkommen mit den USA voranzubringen und die Gespräche mit US-Präsident Trump wieder aufzunehmen.",2025-06-30/wirtschaft/article_7.md
Was fehlt laut Rafael Grossi im Zusammenhang mit dem iranischen Atomprogramm?,Von rund 400 Kilogramm hoch angereichertem Uran fehlt jede Spur.,2025-06-30/ausland/article_0.md
Was kritisieren Bankenverbände an der staatlichen Kontrolle und Aufsicht?,Die staatliche Kontrolle und Aufsicht wird von Bankenverbänden als viel zu detailliert und gerade für kleine Banken unerfüllbar kritisiert.,2025-01-28/wirtschaft/article_5.md
Wann sollen die Sondierungsgespräche zwischen Union und SPD beginnen?,Am Vormittag des 28. Februar 2025.,2025-02-28/inland/article_3.md
Welches Unternehmen hat den Titel des wertvollsten börsennotierten Unternehmens der Welt von Nvidia übernommen?,Apple,2025-01-28/wirtschaft/article_0.md
Welche ehrgeizigen Ziele hat Vietnam bis 2050?,Vietnam möchte bis 2050 klimaneutral werden und einer der größten globalen Player in der Chipindustrie werden.,2025-04-30/wirtschaft/article_8.md
Was wirft Trump China im Zusammenhang mit Fentanyl vor?,"Trump wirft China vor, nicht genügend gegen den Schmuggel der tödlichen Droge Fentanyl zu unternehmen.",2025-02-28/wirtschaft/article_1.md
Welche Investitionen fordern die Grünen laut dem Text?,"Die Grünen fordern Investitionen in Klimaschutz, die Modernisierung der Wirtschaft, die Bahn, die Digitalisierung oder das Stromnetz.",2025-03-14/inland/article_0.md
Warum wird die Stromsteuer nicht für alle Verbraucher gesenkt?,Die Regierung begründete diesen Schritt mit Haushaltszwängen.,2025-06-30/inland/article_6.md
Wie stark sind die Preise für Tomaten gestiegen?,"Die Preise für Tomaten sind um 31,6 Prozent gestiegen.",2025-04-30/wirtschaft/article_9.md
Wie viele Geiseln sollen im Austausch gegen palästinensische Häftlinge freikommen?,In den kommenden sechs Wochen sollen insgesamt 33 Geiseln im Austausch gegen Hunderte palästinensische Häftlinge freikommen.,2025-01-20/ausland/article_11.md
Wie hat sich die Zahl der Arbeitslosen in Deutschland im April 2025 im Vergleich zum Vormonat verändert?,"Die Zahl der Arbeitslosen in Deutschland ist im April 2025 im Vergleich zum Vormonat um 36.000 auf 2,932 Millionen Menschen gesunken.",2025-04-30/wirtschaft/article_7.md
Wer wurde als 'ausgezeichnete Lehrkräfte' geehrt?,"Zehn Lehrerinnen und Lehrer aus Baden-Württemberg, Bayern, Berlin, Hessen, Nordrhein-Westfalen und Rheinland-Pfalz wurden als 'ausgezeichnete Lehrkräfte' geehrt.",2025-03-31/inland/article_1.md
Wann soll der neue Eingang des Louvre eingeweiht werden?,Der neue Eingang soll 2031 eingeweiht werden.,2025-01-28/ausland/article_12.md
Wie viel hat DeepSeek in die Entwicklung von R1 investiert?,Rund sechs Millionen Euro.,2025-01-28/wirtschaft/article_10.md
"Wie alt war Elke Simon, als sie erfuhr, dass sie adoptiert ist?",Neun Jahre alt.,2025-05-08/inland/article_8.md
Wie hoch war der Verlust von Boeing im abgelaufenen Jahr?,"Der US-Flugzeugbauer Boeing hat im abgelaufenen Jahr einen Verlust von 11,83 Milliarden Dollar erwirtschaftet.",2025-01-28/wirtschaft/article_3.md
Wie viele Stimmen fehlten im ersten Wahlgang laut Lars Klingbeil?,Insgesamt fehlten im ersten Wahlgang 18 Stimmen.,2025-05-06/inland/article_7.md
"Welche Steuer will die Union senken, um private Haushalte zu entlasten?",Die Stromsteuer.,2025-03-31/inland/article_6.md
Was hat die US-Regierung bezüglich der Zusammenarbeit mit der WHO angeordnet?,"Die US-Regierung hat die Gesundheitsbehörde CDC angewiesen, die Zusammenarbeit mit der Weltgesundheitsorganisation (WHO) mit sofortiger Wirkung zu beenden.",2025-01-28/ausland/article_5.md
Warum wurden in Bergamo keine Beerdigungen durchgeführt?,"Es hätten keine Beerdigungen gemacht werden können, da die aufgestapelten Körper aus wirtschaftlichen Gründen nicht sofort behandelt wurden und viele auf Militärtransportern gelandet sind, um verbrannt zu werden.",2025-01-31/ausland/article_4.md
Wie hoch ist der erwartete Rückgang der deutschen Wirtschaftsleistung im Jahr 2025 laut dem BDI?,"Die Wirtschaftsleistung dürfte um 0,1 Prozent zurückgehen.",2025-01-28/wirtschaft/article_6.md
Welche gesundheitlichen Probleme hatte Marianne Faithfull im April 2021?,Im April 2021 hatte Faithfull drei Wochen lang wegen einer Corona-Infektion im Krankenhaus behandelt werden müssen.,2025-01-31/ausland/article_1.md
Welche Risikofaktoren könnten laut Michelle Bowman den Prozess der nachlassenden Teuerung verlangsamen?,"Steigende Löhne, Entwicklungen an den Finanzmärkten, geopolitische Risiken und die künftige Politik der Regierung von Präsident Donald Trump.",2025-01-31/wirtschaft/article_7.md
Um wie viel Prozentpunkte hat die Bank of England den Leitzins gesenkt?,"Der Leitzins wurde um 0,25 Prozentpunkte auf 4,25 Prozent reduziert.",2025-05-08/wirtschaft/article_4.md
Wer hielt eine Rede bei der Trauer-Veranstaltung der Hisbollah in Beirut?,Der neue Hisbollah-Chef Naim Kassem hielt eine Rede vor den Trauernden in Beirut.,2025-02-23/ausland/article_4.md
Wer ist Francisco Herrera Franco und wofür kandidiert er?,Francisco Herrera Franco ist ein Kandidat für das Amt des Strafrichters im Bundesstaat Michoacán in Mexiko.,2025-05-31/ausland/article_8.md
Welche Produkte aus der Ukraine unterliegen besonders strengen Vorschriften für den Export in die EU?,"Für Waren wie Weizen, Mais, Zucker, Honig, Geflügelfleisch und Eier aus der Ukraine sollen besonders strenge Vorschriften für den Export in die EU gelten.",2025-06-30/ausland/article_5.md
"Was wird empfohlen, um die Versicherungssumme für Familien mit Kindern festzulegen?","Familien mit Kindern wird empfohlen, mindestens das drei- bis vierfache des Jahresnettoeinkommens abzusichern.",2025-04-30/wirtschaft/article_5.md
Worüber hat die US-Delegation laut Trump mit der ukrainischen Seite in Saudi-Arabien gesprochen?,"Die US-Delegation habe mit der ukrainischen Seite über Land und Gebiete gesprochen, die behalten und verloren würden, und über ein sehr großes Kraftwerk.",2025-03-14/ausland/article_0.md
Wer wurde bei einem israelischen Luftangriff getötet?,Hisbollah-Chef Nasrallah und der Funktionär Haschim Safi al-Din wurden bei israelischen Luftangriffen getötet.,2025-02-23/ausland/article_4.md
Wie viele Fabriken kommen laut GTAI-Experte Buerstedde jedes Jahr in Vietnam hinzu?,Jedes Jahr kommen ungefähr fünf bis zehn Fabriken hinzu.,2025-04-30/wirtschaft/article_8.md
"Auf welcher Plattform erklärte Trump, dass die Zölle auf Aluminium auf 50 Prozent verdoppelt werden sollen?",Auf seiner Plattform Truth Social,2025-05-31/wirtschaft/article_1.md
Welche Zölle werden im Freihandelsabkommen zwischen Großbritannien und Indien gesenkt?,"Zölle auf Whisky und Gin werden von 150 auf 75 Prozent halbiert, nach zehn Jahren soll ein Satz von 40 Prozent gelten. Indien soll von geringeren Zöllen auf Bekleidung profitieren.",2025-05-06/wirtschaft/article_11.md
Wann sollen die schärferen Regeln der Migrationspolitik in Deutschland in Kraft treten?,Die schärferen Regeln sollen ab dem 6. Mai in Kraft treten.,2025-04-30/inland/article_0.md
Warum wurde das Gewicht von SAP im DAX gekappt?,"Das Gewicht von SAP im DAX wurde gekappt, weil es die Kappungsgrenze von 15 Prozent überschritten hat, um sicherzustellen, dass eine Streuung gegeben ist und nicht ein Konzern zu mächtig wird.",2025-01-28/wirtschaft/article_9.md
